"","female","married","hhsize","books_age10","maths_age10","language_age10","EduYears","eurod","country_mod","iv009_mod","inc_bin","co007_","co007_mod","country250","country276","country380","country528","country724"
"197281",0,1,2,3,1,3,0.2,0,724,1,"third","4","2",0,0,0,0,1
"197294",1,1,2,3,3,3,-0.92,2,724,5,"second","2","1",0,0,0,0,1
"197381",1,1,3,1,3,3,-0.36,6,724,4,"first","2","1",0,0,0,0,1
"197385",0,1,3,1,3,3,-0.36,0,724,4,"first","2","1",0,0,0,0,1
"197389",0,1,2,2,3,3,-0.52,3,724,3,"second","1","1",0,0,0,0,1
"197459",0,1,2,2,4,4,-1,0,724,4,"first","1","1",0,0,0,0,1
"197533",0,0,1,5,3,3,0.6,2,724,2,"third","4","2",0,0,0,0,1
"197649",1,0,2,2,3,3,0.44,2,724,3,"third","4","2",0,0,0,0,1
"197662",0,0,1,2,3,3,-0.52,1,724,1,"first","3","2",0,0,0,0,1
"197885",0,1,2,1,3,3,0.6,0,724,1,"second","3","2",0,0,0,0,1
"197888",0,1,2,2,3,3,-0.76,1,724,1,"first","3","2",0,0,0,0,1
"197892",0,0,1,1,3,3,-0.52,10,724,1,"first","3","2",0,0,0,0,1
"197981",0,1,2,1,1,3,-0.36,4,724,4,"first","3","2",0,0,0,0,1
"198001",0,1,2,3,1,4,-0.52,3,724,1,"second","4","2",0,0,0,0,1
"198129",0,1,2,1,3,3,-0.76,0,724,5,"second","1","1",0,0,0,0,1
"198157",0,1,2,2,3,2,-0.44,0,724,1,"second","3","2",0,0,0,0,1
"198306",1,0,2,2,2,2,0.36,0,724,2,"second","3","2",0,0,0,0,1
"198362",0,1,2,2,3,3,0.12,1,724,1,"third","4","2",0,0,0,0,1
"198368",0,1,2,2,4,4,-0.76,4,724,5,"first","1","1",0,0,0,0,1
"198416",0,1,6,1,3,3,-1,1,724,4,"third","3","2",0,0,0,0,1
"198531",0,0,1,1,3,3,0.04,1,724,1,"first","1","1",0,0,0,0,1
"198534",1,1,2,1,3,3,-0.52,3,724,4,"second","3","2",0,0,0,0,1
"198539",0,1,2,1,3,3,-0.52,2,724,4,"second","3","2",0,0,0,0,1
"198552",0,0,1,1,2,3,-0.04,3,724,4,"second","4","2",0,0,0,0,1
"198562",1,0,2,1,4,2,-0.2,3,724,1,"second","3","2",0,0,0,0,1
"198589",0,1,6,1,4,4,-0.52,1,724,1,"first","1","1",0,0,0,0,1
"198624",1,1,3,1,2,3,-0.6,2,724,3,"second","3","2",0,0,0,0,1
"198629",0,1,3,1,3,3,-0.2,0,724,3,"second","3","2",0,0,0,0,1
"198631",0,1,2,1,3,3,-0.44,0,724,3,"second","2","1",0,0,0,0,1
"198773",1,1,6,1,3,3,-0.36,3,724,5,"third","4","2",0,0,0,0,1
"198778",0,1,6,1,3,3,-0.36,2,724,5,"third","4","2",0,0,0,0,1
"198887",0,1,3,1,2,5,-0.28,0,724,2,"fourth","4","2",0,0,0,0,1
"198943",1,0,1,3,3,3,-0.36,6,724,1,"first","2","1",0,0,0,0,1
"198958",0,1,2,1,1,4,-0.28,0,724,1,"fourth","4","2",0,0,0,0,1
"198982",0,1,2,1,3,3,-0.6,5,724,3,"third","3","2",0,0,0,0,1
"198986",1,1,2,1,2,2,-0.6,1,724,3,"third","3","2",0,0,0,0,1
"199035",1,1,2,1,3,3,-0.2,1,724,3,"third","4","2",0,0,0,0,1
"199040",0,1,2,1,4,4,-1,1,724,3,"third","4","2",0,0,0,0,1
"199116",0,1,3,1,2,3,0.2,1,724,3,"third","3","2",0,0,0,0,1
"199231",0,1,2,1,3,3,-0.76,1,724,4,"second","1","1",0,0,0,0,1
"199299",0,1,2,1,3,3,-0.2,5,724,1,"second","3","2",0,0,0,0,1
"199398",0,1,3,2,3,3,-0.68,0,724,4,"second","2","1",0,0,0,0,1
"199440",0,1,3,1,2,4,-0.2,0,724,3,"second","2","1",0,0,0,0,1
"199476",0,0,1,1,4,3,-0.2,5,724,1,"third","4","2",0,0,0,0,1
"199508",0,1,4,1,2,3,-0.44,0,724,2,"first","3","2",0,0,0,0,1
"199534",1,0,2,4,3,3,0.04,0,724,4,"fourth","4","2",0,0,0,0,1
"199538",0,0,2,5,2,2,0.2,0,724,4,"fourth","4","2",0,0,0,0,1
"199550",1,0,1,1,3,3,-0.6,2,724,4,"first","3","2",0,0,0,0,1
"199557",0,0,1,3,2,2,1,0,724,4,"first","4","2",0,0,0,0,1
"199610",1,1,2,3,3,3,-0.68,4,724,2,"third","1","1",0,0,0,0,1
"199631",0,1,3,4,3,3,-0.68,0,724,4,"third","4","2",0,0,0,0,1
"199721",0,1,3,1,3,3,-0.92,7,724,1,"second","4","2",0,0,0,0,1
"199732",0,1,5,1,2,2,-0.52,0,724,4,"third","4","2",0,0,0,0,1
"199742",0,1,1,2,3,3,-0.76,1,724,1,"second","4","2",0,0,0,0,1
"199946",1,1,2,1,3,3,-1,2,724,3,"first","2","1",0,0,0,0,1
"199949",0,1,2,1,3,3,-0.84,2,724,3,"first","2","1",0,0,0,0,1
"199952",0,1,3,3,3,3,-0.52,1,724,4,"third","4","2",0,0,0,0,1
"199954",1,1,3,2,3,3,-0.52,1,724,4,"third","4","2",0,0,0,0,1
"200009",0,1,2,1,3,3,-0.2,1,724,4,"second","2","1",0,0,0,0,1
"200058",0,1,2,1,3,3,-0.68,0,724,1,"third","2","1",0,0,0,0,1
"200068",0,1,2,2,3,3,-0.52,5,724,3,"second","3","2",0,0,0,0,1
"200073",0,1,4,1,3,3,0.12,1,724,1,"second","2","1",0,0,0,0,1
"200156",0,1,2,2,2,2,-0.6,1,724,1,"third","4","2",0,0,0,0,1
"200160",1,1,2,1,3,3,-0.6,3,724,1,"third","4","2",0,0,0,0,1
"200275",0,1,2,1,3,3,-0.68,3,724,4,"second","2","1",0,0,0,0,1
"200307",0,1,2,1,2,3,-0.2,0,724,4,"second","3","2",0,0,0,0,1
"200310",1,1,2,1,4,5,-0.76,1,724,4,"second","3","2",0,0,0,0,1
"200313",0,1,2,2,3,3,-0.04,7,724,3,"third","1","1",0,0,0,0,1
"200319",1,1,3,1,3,3,-0.68,2,724,4,"fourth","2","1",0,0,0,0,1
"200327",0,1,3,3,1,3,1,6,724,4,"fourth","4","2",0,0,0,0,1
"200329",1,1,2,1,3,4,-0.52,4,724,4,"third","3","2",0,0,0,0,1
"200331",0,1,2,1,3,3,-0.36,7,724,4,"third","3","2",0,0,0,0,1
"200334",0,1,2,1,3,3,-0.2,0,724,3,"third","4","2",0,0,0,0,1
"200335",0,1,2,2,3,3,-0.68,1,724,4,"second","2","1",0,0,0,0,1
"200347",1,0,1,3,3,3,0.12,3,724,1,"second","3","2",0,0,0,0,1
"200349",1,1,3,3,3,3,-0.52,5,724,4,"first","4","2",0,0,0,0,1
"200353",0,1,3,1,2,3,-0.6,2,724,4,"first","4","2",0,0,0,0,1
"200371",0,1,2,1,3,3,0.12,0,724,4,"second","2","1",0,0,0,0,1
"200373",1,1,3,3,3,1,0.28,4,724,1,"fourth","4","2",0,0,0,0,1
"200376",0,1,3,2,3,3,0.2,2,724,1,"fourth","4","2",0,0,0,0,1
"200379",1,1,2,1,3,3,-0.6,0,724,3,"second","3","2",0,0,0,0,1
"200382",0,1,2,1,3,3,-0.52,0,724,3,"second","3","2",0,0,0,0,1
"200385",0,0,1,1,3,3,-0.6,1,724,4,"first","3","2",0,0,0,0,1
"200391",0,1,3,1,3,3,-0.68,4,724,3,"second","2","1",0,0,0,0,1
"200402",1,1,2,2,3,3,-0.12,4,724,4,"third","3","2",0,0,0,0,1
"200406",0,1,2,1,3,3,-0.52,3,724,4,"third","3","2",0,0,0,0,1
"200407",0,1,2,2,3,3,-0.52,0,724,4,"second","3","2",0,0,0,0,1
"200410",1,1,2,2,3,3,-0.52,0,724,4,"second","3","2",0,0,0,0,1
"200413",0,1,2,1,3,3,-0.44,0,724,4,"first","2","1",0,0,0,0,1
"200427",0,1,2,1,3,3,-0.44,1,724,4,"second","2","1",0,0,0,0,1
"200440",0,1,2,2,3,3,-0.28,2,724,4,"third","4","2",0,0,0,0,1
"200444",1,1,2,2,3,3,0.6,0,724,4,"second","3","2",0,0,0,0,1
"200447",0,1,2,2,3,3,0.6,0,724,4,"second","3","2",0,0,0,0,1
"200452",1,0,1,1,3,4,-0.76,0,724,1,"first","3","2",0,0,0,0,1
"200470",0,1,2,2,3,3,-0.44,0,724,4,"third","4","2",0,0,0,0,1
"200472",1,1,2,2,3,3,-0.52,1,724,4,"third","4","2",0,0,0,0,1
"200474",1,1,2,1,4,4,0.12,7,724,2,"first","1","1",0,0,0,0,1
"200476",0,1,2,1,3,4,0.12,3,724,2,"first","1","1",0,0,0,0,1
"200478",0,0,1,2,3,3,0.28,3,724,1,"first","3","2",0,0,0,0,1
"200479",0,0,2,2,3,3,-0.52,8,724,3,"first","2","1",0,0,0,0,1
"200491",0,1,2,1,3,3,0.36,3,724,4,"second","2","1",0,0,0,0,1
"200505",0,1,3,2,3,3,0.12,0,724,1,"fourth","3","2",0,0,0,0,1
"200507",0,1,2,1,3,4,0.12,1,724,3,"second","4","2",0,0,0,0,1
"200515",0,1,4,1,2,2,-0.2,2,724,3,"second","2","1",0,0,0,0,1
"200521",0,1,2,2,3,3,-0.2,2,724,4,"first","3","2",0,0,0,0,1
"200547",0,1,2,1,3,4,-0.68,3,724,4,"second","3","2",0,0,0,0,1
"200549",1,1,2,2,3,3,-0.6,4,724,4,"second","3","2",0,0,0,0,1
"200557",0,1,2,2,3,3,-0.36,1,724,1,"fourth","4","2",0,0,0,0,1
"200589",0,1,2,2,3,3,-0.2,0,724,4,"third","4","2",0,0,0,0,1
"200599",0,1,2,1,4,4,-0.2,4,724,4,"second","2","1",0,0,0,0,1
"200600",1,1,2,1,3,3,-0.2,2,724,4,"second","2","1",0,0,0,0,1
"200607",1,0,1,1,3,3,-0.68,0,724,4,"second","4","2",0,0,0,0,1
"200613",0,1,3,2,3,3,-0.36,0,724,4,"second","2","1",0,0,0,0,1
"200617",1,1,3,2,3,3,-0.04,0,724,4,"second","2","1",0,0,0,0,1
"200629",0,1,2,1,3,3,-0.44,2,724,3,"fourth","4","2",0,0,0,0,1
"200657",1,1,2,2,2,2,0.6,5,724,1,"fourth","3","2",0,0,0,0,1
"200666",0,1,4,1,3,3,-0.2,1,724,3,"third","2","1",0,0,0,0,1
"200671",1,1,2,3,3,3,0.12,3,724,1,"fourth","3","2",0,0,0,0,1
"200674",1,0,3,1,3,3,-0.04,4,724,4,"first","3","2",0,0,0,0,1
"200675",1,1,2,3,3,3,0.12,3,724,4,"fourth","2","1",0,0,0,0,1
"200678",0,1,2,5,3,3,0.76,0,724,4,"fourth","2","1",0,0,0,0,1
"200685",0,1,2,1,3,3,-0.76,4,724,4,"second","2","1",0,0,0,0,1
"200690",1,0,1,3,3,3,-0.44,1,724,4,"second","3","2",0,0,0,0,1
"200694",1,0,1,2,3,3,-0.44,6,724,1,"second","3","2",0,0,0,0,1
"200698",0,1,2,1,3,3,0.04,3,724,4,"first","4","2",0,0,0,0,1
"200704",1,0,1,1,3,3,-0.2,0,724,3,"first","1","1",0,0,0,0,1
"200709",0,1,2,1,3,3,-0.2,0,724,4,"third","3","2",0,0,0,0,1
"200727",0,0,1,1,4,4,0.12,4,724,4,"second","2","1",0,0,0,0,1
"200735",1,0,3,2,3,3,-0.44,3,724,4,"second","4","2",0,0,0,0,1
"200761",1,1,2,4,3,3,0.44,1,724,4,"fourth","4","2",0,0,0,0,1
"200790",0,1,2,1,2,2,0.6,1,724,3,"fourth","3","2",0,0,0,0,1
"200801",1,1,2,1,4,4,-0.04,4,724,1,"third","3","2",0,0,0,0,1
"200803",0,1,2,1,4,4,-0.12,5,724,1,"third","3","2",0,0,0,0,1
"200809",0,1,2,1,3,3,-0.52,5,724,3,"first","2","1",0,0,0,0,1
"200811",0,0,2,2,3,3,-0.44,3,724,4,"first","3","2",0,0,0,0,1
"200827",1,0,1,1,3,3,-0.44,9,724,3,"second","2","1",0,0,0,0,1
"200830",0,0,1,1,3,3,0.12,5,724,5,"second","3","2",0,0,0,0,1
"200856",0,1,2,3,3,3,-0.28,1,724,4,"second","3","2",0,0,0,0,1
"200859",1,1,2,3,3,3,-0.52,1,724,4,"second","3","2",0,0,0,0,1
"200861",1,1,2,3,3,3,0.28,0,724,4,"second","3","2",0,0,0,0,1
"200864",0,1,2,2,3,3,0.12,0,724,4,"second","3","2",0,0,0,0,1
"200867",1,0,1,1,3,3,-0.2,7,724,3,"first","2","1",0,0,0,0,1
"200871",0,1,3,2,1,3,-0.28,0,724,3,"fourth","4","2",0,0,0,0,1
"200877",0,1,3,2,2,3,0.2,6,724,4,"first","3","2",0,0,0,0,1
"200888",0,1,3,1,3,3,-0.76,1,724,2,"third","3","2",0,0,0,0,1
"200891",0,1,3,1,4,3,-0.28,3,724,3,"first","3","2",0,0,0,0,1
"200912",0,1,2,2,3,3,0.12,0,724,1,"second","3","2",0,0,0,0,1
"200945",0,1,2,2,3,3,-0.36,7,724,4,"third","2","1",0,0,0,0,1
"200953",0,1,4,1,3,3,-0.04,3,724,4,"third","4","2",0,0,0,0,1
"200956",0,1,2,2,3,3,-0.2,1,724,5,"third","3","2",0,0,0,0,1
"200958",1,1,2,1,3,3,-0.2,2,724,5,"third","3","2",0,0,0,0,1
"200971",1,0,2,2,3,3,-0.52,8,724,3,"first","2","1",0,0,0,0,1
"200973",1,1,2,2,4,3,-0.36,6,724,3,"fourth","3","2",0,0,0,0,1
"200976",0,1,2,1,3,3,-0.36,4,724,3,"fourth","3","2",0,0,0,0,1
"200978",1,0,1,1,3,3,-0.36,9,724,4,"first","2","1",0,0,0,0,1
"200987",0,0,1,3,2,2,-0.04,3,724,4,"first","3","2",0,0,0,0,1
"200990",0,0,1,1,3,3,-0.76,1,724,4,"first","2","1",0,0,0,0,1
"200992",1,0,1,1,3,3,-0.04,0,724,4,"first","3","2",0,0,0,0,1
"200998",0,1,2,1,3,3,-0.44,1,724,4,"second","2","1",0,0,0,0,1
"201022",0,1,2,2,3,3,-0.36,1,724,5,"second","2","1",0,0,0,0,1
"201034",0,1,3,1,3,3,-0.52,6,724,4,"second","2","1",0,0,0,0,1
"201037",1,1,3,1,3,3,-0.52,6,724,4,"second","2","1",0,0,0,0,1
"201040",0,1,2,3,1,1,1,1,724,3,"fourth","3","2",0,0,0,0,1
"201041",1,1,2,3,3,3,-0.28,6,724,3,"fourth","3","2",0,0,0,0,1
"201050",0,1,2,1,4,4,0.12,0,724,4,"first","3","2",0,0,0,0,1
"201054",0,1,2,1,3,3,-0.44,0,724,5,"third","3","2",0,0,0,0,1
"201056",1,1,2,2,3,3,-0.44,0,724,5,"third","3","2",0,0,0,0,1
"201058",0,0,1,1,3,3,-0.52,0,724,3,"first","2","1",0,0,0,0,1
"201064",0,1,2,1,3,3,-0.2,8,724,3,"first","2","1",0,0,0,0,1
"201065",1,1,2,1,3,3,-0.04,9,724,3,"first","2","1",0,0,0,0,1
"201082",1,1,2,3,3,3,-0.2,1,724,4,"fourth","4","2",0,0,0,0,1
"201084",0,1,2,3,3,3,-0.04,1,724,4,"fourth","4","2",0,0,0,0,1
"201107",0,1,2,1,2,3,-0.2,8,724,2,"second","2","1",0,0,0,0,1
"201108",1,1,2,1,3,3,-0.04,2,724,2,"second","2","1",0,0,0,0,1
"201128",1,0,1,1,3,3,-0.6,0,724,4,"first","4","2",0,0,0,0,1
"201131",1,0,2,1,3,3,-0.84,1,724,3,"first","2","1",0,0,0,0,1
"201137",1,0,1,3,3,2,0.2,0,724,1,"third","3","2",0,0,0,0,1
"201141",0,1,2,2,3,3,-0.6,4,724,3,"first","2","1",0,0,0,0,1
"201160",1,0,1,2,3,3,0.2,0,724,1,"first","3","2",0,0,0,0,1
"201166",1,1,2,2,2,2,0.6,3,724,3,"fourth","3","2",0,0,0,0,1
"201176",0,1,2,2,1,1,-0.44,1,724,5,"fourth","3","2",0,0,0,0,1
"201192",1,0,1,1,5,5,-0.2,5,724,4,"first","2","1",0,0,0,0,1
"201196",0,1,3,1,3,3,-0.6,3,724,3,"first","2","1",0,0,0,0,1
"201199",1,1,3,1,3,3,-0.84,0,724,3,"first","2","1",0,0,0,0,1
"201202",1,0,1,2,3,3,-0.68,6,724,3,"first","3","2",0,0,0,0,1
"201205",1,1,4,5,3,3,0.84,1,724,3,"third","2","1",0,0,0,0,1
"201206",0,1,4,4,3,3,0.68,0,724,3,"third","2","1",0,0,0,0,1
"201210",0,1,2,2,3,3,-0.36,1,724,1,"fourth","4","2",0,0,0,0,1
"201224",0,1,2,2,3,3,-0.36,0,724,1,"second","2","1",0,0,0,0,1
"201228",0,1,3,1,3,3,-0.2,1,724,5,"third","3","2",0,0,0,0,1
"201234",1,1,2,1,4,3,-0.52,6,724,3,"second","2","1",0,0,0,0,1
"201240",1,1,2,2,3,3,-0.2,1,724,4,"fourth","4","2",0,0,0,0,1
"201243",0,1,2,2,3,3,-0.36,1,724,4,"fourth","4","2",0,0,0,0,1
"201245",1,0,1,1,3,3,-0.68,10,724,4,"third","4","2",0,0,0,0,1
"201250",1,0,3,2,3,3,0.28,4,724,3,"third","2","1",0,0,0,0,1
"201254",0,0,1,5,1,1,0.44,8,724,1,"third","4","2",0,0,0,0,1
"201264",0,0,2,1,3,2,-0.2,1,724,4,"first","3","2",0,0,0,0,1
"201274",1,1,2,3,3,3,-0.04,1,724,1,"second","2","1",0,0,0,0,1
"201276",0,1,2,2,3,3,0.12,1,724,1,"second","2","1",0,0,0,0,1
"201278",0,0,1,5,3,3,-0.04,0,724,1,"second","4","2",0,0,0,0,1
"201290",0,1,2,3,2,1,0.92,1,724,2,"fourth","4","2",0,0,0,0,1
"201293",1,1,2,1,3,4,-0.44,2,724,4,"second","3","2",0,0,0,0,1
"201309",0,1,2,1,2,2,0.04,1,724,4,"fourth","3","2",0,0,0,0,1
"201313",0,1,2,1,3,3,-0.36,8,724,1,"fourth","2","1",0,0,0,0,1
"201314",0,0,2,1,3,3,-0.84,4,724,4,"second","3","2",0,0,0,0,1
"201317",0,1,2,2,1,2,0.04,1,724,3,"second","3","2",0,0,0,0,1
"201325",1,0,1,3,3,3,-0.52,0,724,4,"third","4","2",0,0,0,0,1
"201332",0,1,2,1,3,3,-0.84,0,724,5,"first","2","1",0,0,0,0,1
"201344",1,1,2,2,3,3,0.12,2,724,4,"third","4","2",0,0,0,0,1
"201346",0,1,2,1,3,3,-0.52,0,724,4,"third","4","2",0,0,0,0,1
"201361",0,1,2,1,3,3,-0.04,1,724,4,"second","3","2",0,0,0,0,1
"201363",1,1,2,2,3,2,-0.04,2,724,4,"second","3","2",0,0,0,0,1
"201382",1,0,1,1,3,3,-0.52,5,724,4,"first","2","1",0,0,0,0,1
"201386",1,1,2,2,3,3,-0.04,1,724,1,"second","2","1",0,0,0,0,1
"201389",0,1,2,2,3,3,-0.04,0,724,1,"second","2","1",0,0,0,0,1
"201403",1,0,1,2,3,3,-0.2,1,724,4,"first","3","2",0,0,0,0,1
"201406",1,1,2,4,3,2,-0.12,6,724,5,"fourth","3","2",0,0,0,0,1
"201412",0,1,2,2,1,4,0.68,0,724,3,"fourth","3","2",0,0,0,0,1
"201416",0,1,3,1,3,3,-0.6,3,724,4,"second","3","2",0,0,0,0,1
"201419",1,1,3,1,3,3,-0.6,4,724,4,"second","3","2",0,0,0,0,1
"201427",0,1,3,3,3,3,0.2,3,724,4,"third","4","2",0,0,0,0,1
"201435",1,1,2,1,3,3,-0.68,4,724,3,"second","3","2",0,0,0,0,1
"201438",0,1,2,1,3,3,-0.68,2,724,3,"second","3","2",0,0,0,0,1
"201439",1,1,2,3,3,3,-0.28,2,724,4,"third","4","2",0,0,0,0,1
"201441",0,1,2,2,3,3,-0.36,0,724,4,"third","4","2",0,0,0,0,1
"201450",1,1,2,2,3,3,-0.44,0,724,3,"third","3","2",0,0,0,0,1
"201453",0,1,2,2,3,3,-0.44,0,724,3,"third","3","2",0,0,0,0,1
"201465",0,1,2,1,3,3,-0.12,1,724,4,"first","4","2",0,0,0,0,1
"201470",0,1,4,1,4,4,-0.36,0,724,1,"first","1","1",0,0,0,0,1
"201477",1,0,1,2,3,3,-0.36,1,724,4,"second","2","1",0,0,0,0,1
"201497",0,1,2,3,2,3,0.76,0,724,3,"fourth","4","2",0,0,0,0,1
"201507",0,1,2,2,3,3,-0.36,1,724,5,"fourth","4","2",0,0,0,0,1
"201509",1,1,2,2,3,3,-0.36,0,724,5,"fourth","4","2",0,0,0,0,1
"201510",0,1,2,1,3,3,-0.6,5,724,4,"second","3","2",0,0,0,0,1
"201512",1,1,2,1,3,3,-0.6,3,724,4,"second","3","2",0,0,0,0,1
"201520",0,1,2,1,4,3,-0.68,1,724,4,"second","3","2",0,0,0,0,1
"201524",1,1,2,1,3,3,-0.68,1,724,4,"second","3","2",0,0,0,0,1
"201528",1,0,2,2,3,3,0.28,9,724,2,"third","3","2",0,0,0,0,1
"201534",0,1,2,2,3,3,-0.36,3,724,5,"fourth","3","2",0,0,0,0,1
"201548",0,0,1,1,3,3,-0.36,5,724,4,"second","1","1",0,0,0,0,1
"201552",0,1,2,1,3,3,-0.36,2,724,4,"third","4","2",0,0,0,0,1
"201557",1,0,1,5,1,3,0.12,1,724,1,"second","4","2",0,0,0,0,1
"201573",1,1,2,2,3,3,-0.44,3,724,4,"second","3","2",0,0,0,0,1
"201576",0,1,2,2,3,3,-0.6,2,724,4,"second","3","2",0,0,0,0,1
"201582",0,1,2,1,3,3,-0.68,4,724,3,"second","2","1",0,0,0,0,1
"201587",0,1,2,2,3,3,-0.12,0,724,1,"second","3","2",0,0,0,0,1
"201589",0,1,2,3,3,3,0.12,4,724,4,"third","2","1",0,0,0,0,1
"201592",1,1,2,3,3,3,-0.04,1,724,4,"third","2","1",0,0,0,0,1
"201595",0,1,2,1,3,3,-0.44,0,724,5,"second","2","1",0,0,0,0,1
"201616",0,1,2,4,2,2,-0.04,0,724,2,"fourth","4","2",0,0,0,0,1
"201620",0,1,2,3,3,3,1,0,724,4,"fourth","4","2",0,0,0,0,1
"201624",1,1,2,3,2,2,0.6,1,724,4,"fourth","4","2",0,0,0,0,1
"201631",0,1,3,1,3,3,0.52,1,724,3,"second","1","1",0,0,0,0,1
"201652",1,0,1,2,3,3,-0.52,8,724,4,"first","3","2",0,0,0,0,1
"201668",0,1,2,2,2,3,-0.12,1,724,4,"fourth","4","2",0,0,0,0,1
"201673",0,1,2,2,3,3,-0.52,0,724,4,"second","4","2",0,0,0,0,1
"201678",0,1,3,3,3,2,-0.04,1,724,1,"second","3","2",0,0,0,0,1
"201685",1,0,1,1,3,3,0.04,6,724,4,"first","3","2",0,0,0,0,1
"201691",0,1,2,1,3,3,-0.36,2,724,5,"third","2","1",0,0,0,0,1
"201699",0,1,2,3,2,3,-0.2,1,724,4,"second","2","1",0,0,0,0,1
"201707",1,0,1,3,3,3,-0.52,1,724,4,"first","3","2",0,0,0,0,1
"201721",1,1,2,2,3,3,0.12,2,724,4,"third","2","1",0,0,0,0,1
"201731",0,1,2,1,3,3,-0.84,3,724,4,"second","2","1",0,0,0,0,1
"201733",1,1,2,1,3,3,-0.6,0,724,4,"second","2","1",0,0,0,0,1
"201747",1,0,1,1,2,3,-0.84,5,724,4,"first","1","1",0,0,0,0,1
"201754",1,0,3,1,3,3,-0.44,2,724,4,"second","2","1",0,0,0,0,1
"201757",1,0,1,2,4,4,-0.36,8,724,4,"first","2","1",0,0,0,0,1
"201760",0,1,2,4,3,1,-0.36,5,724,4,"first","3","2",0,0,0,0,1
"201763",1,1,2,2,3,3,-0.52,1,724,4,"first","3","2",0,0,0,0,1
"201800",1,0,1,1,4,2,-0.2,1,724,3,"second","3","2",0,0,0,0,1
"201803",0,1,2,1,4,2,-0.2,8,724,4,"second","4","2",0,0,0,0,1
"201805",1,1,2,2,4,2,-0.12,4,724,4,"second","4","2",0,0,0,0,1
"201828",1,1,2,2,3,3,-0.68,4,724,4,"first","2","1",0,0,0,0,1
"201851",1,1,2,3,3,3,-0.36,2,724,4,"second","4","2",0,0,0,0,1
"201855",0,1,2,3,2,2,-0.28,2,724,4,"second","4","2",0,0,0,0,1
"201859",1,1,3,1,3,3,-0.6,1,724,4,"second","3","2",0,0,0,0,1
"201861",0,1,3,1,3,3,-0.6,2,724,4,"second","3","2",0,0,0,0,1
"201874",0,1,2,1,3,3,-0.52,7,724,4,"second","3","2",0,0,0,0,1
"201876",1,1,2,3,2,2,-0.6,7,724,4,"second","3","2",0,0,0,0,1
"201878",0,1,2,2,3,3,-0.2,1,724,3,"second","3","2",0,0,0,0,1
"201892",0,1,2,3,3,3,-0.36,1,724,1,"fourth","3","2",0,0,0,0,1
"201896",1,0,1,1,3,3,-0.6,4,724,4,"first","3","2",0,0,0,0,1
"201900",0,1,2,1,4,3,-0.36,1,724,4,"third","3","2",0,0,0,0,1
"201908",1,0,1,3,3,2,-0.28,6,724,4,"first","2","1",0,0,0,0,1
"201918",1,0,1,1,4,3,-0.68,3,724,4,"first","3","2",0,0,0,0,1
"201921",0,1,2,3,1,4,0.04,3,724,3,"fourth","2","1",0,0,0,0,1
"201951",1,0,2,1,3,3,-0.68,1,724,4,"first","2","1",0,0,0,0,1
"201964",0,1,2,1,4,3,-0.12,2,724,4,"second","2","1",0,0,0,0,1
"201978",1,0,4,1,5,4,-0.6,4,724,2,"first","3","2",0,0,0,0,1
"201982",1,1,2,2,3,3,-0.44,0,724,4,"third","4","2",0,0,0,0,1
"201983",0,1,2,2,3,2,-0.52,0,724,4,"third","4","2",0,0,0,0,1
"202003",0,1,2,1,5,5,-0.12,4,724,3,"first","2","1",0,0,0,0,1
"202032",0,1,5,1,4,3,-0.52,6,724,4,"fourth","3","2",0,0,0,0,1
"202033",1,1,5,1,3,3,-0.52,4,724,4,"fourth","3","2",0,0,0,0,1
"202046",0,1,2,1,5,5,0.04,8,724,3,"second","4","2",0,0,0,0,1
"202055",0,1,2,2,3,3,-0.28,3,724,3,"fourth","3","2",0,0,0,0,1
"202062",0,1,2,1,3,3,0.12,0,724,4,"third","3","2",0,0,0,0,1
"202063",0,1,2,1,3,3,-0.2,1,724,5,"fourth","3","2",0,0,0,0,1
"202069",0,1,2,3,3,3,0.6,0,724,1,"second","3","2",0,0,0,0,1
"202071",0,0,2,1,3,3,0.04,1,724,3,"first","3","2",0,0,0,0,1
"202093",1,0,1,1,3,3,-0.6,8,724,4,"second","3","2",0,0,0,0,1
"202099",0,1,4,1,3,3,-0.68,1,724,4,"third","2","1",0,0,0,0,1
"202104",0,1,3,1,4,3,0.04,4,724,3,"first","1","1",0,0,0,0,1
"202108",0,1,2,2,3,3,-0.2,1,724,4,"fourth","3","2",0,0,0,0,1
"202122",1,0,3,1,3,3,-0.6,3,724,4,"second","4","2",0,0,0,0,1
"202132",0,1,2,1,5,5,-0.28,9,724,3,"first","1","1",0,0,0,0,1
"202148",0,1,2,2,3,3,-0.04,1,724,3,"fourth","2","1",0,0,0,0,1
"202154",1,1,2,1,5,5,-0.04,6,724,1,"third","3","2",0,0,0,0,1
"202179",1,1,4,1,3,3,-0.44,5,724,4,"second","2","1",0,0,0,0,1
"202209",0,1,2,2,3,3,-0.04,1,724,1,"second","3","2",0,0,0,0,1
"202225",1,0,1,2,3,3,-0.52,0,724,4,"first","3","2",0,0,0,0,1
"202254",0,0,1,1,3,3,-0.36,11,724,4,"third","3","2",0,0,0,0,1
"202258",0,1,2,3,3,3,0.28,3,724,4,"fourth","3","2",0,0,0,0,1
"202261",1,1,2,3,3,3,0.28,0,724,4,"fourth","3","2",0,0,0,0,1
"202276",0,1,2,1,3,5,0.28,1,724,3,"second","2","1",0,0,0,0,1
"202281",1,0,2,2,3,3,-0.36,1,724,3,"third","4","2",0,0,0,0,1
