"","female","married","hhsize","books_age10","maths_age10","language_age10","EduYears","eurod","country_mod","iv009_mod","inc_bin","co007_","co007_mod","country250","country276","country380","country528","country724"
"284663",1,0,2,2,3,3,-0.76,4,380,5,"third","2","1",0,0,1,0,0
"284664",0,1,2,1,3,3,-0.6,6,380,5,"third","2","1",0,0,1,0,0
"284776",0,0,1,4,2,4,-0.44,3,380,4,"first","1","1",0,0,1,0,0
"284791",1,1,2,1,2,2,-0.28,6,380,5,"third","3","2",0,0,1,0,0
"284794",0,1,2,1,3,3,-0.76,2,380,5,"third","3","2",0,0,1,0,0
"284808",1,0,1,2,4,2,0.28,5,380,3,"second","3","2",0,0,1,0,0
"284897",0,1,2,1,4,2,-0.6,0,380,4,"second","4","2",0,0,1,0,0
"284901",1,1,2,1,3,2,-0.36,2,380,4,"second","4","2",0,0,1,0,0
"284908",1,1,2,1,2,3,-0.6,6,380,5,"third","1","1",0,0,1,0,0
"284923",1,0,1,1,5,5,-0.6,5,380,3,"second","4","2",0,0,1,0,0
"284932",0,1,2,3,5,5,0.04,2,380,4,"fourth","4","2",0,0,1,0,0
"284992",0,1,2,2,3,3,-0.36,0,380,5,"fourth","2","1",0,0,1,0,0
"285000",0,0,1,1,4,2,-0.36,2,380,3,"second","3","2",0,0,1,0,0
"285012",1,1,2,2,3,3,-0.36,5,380,4,"third","3","2",0,0,1,0,0
"285098",1,0,2,1,2,3,-0.6,5,380,3,"first","2","1",0,0,1,0,0
"285104",1,0,2,1,1,5,-0.84,8,380,4,"second","1","1",0,0,1,0,0
"285142",1,0,1,2,3,3,-0.36,3,380,5,"second","3","2",0,0,1,0,0
"285147",1,1,2,2,4,3,-0.36,3,380,2,"third","4","2",0,0,1,0,0
"285171",0,1,2,2,3,3,0.04,1,380,4,"second","3","2",0,0,1,0,0
"285173",0,1,2,1,3,4,-0.6,0,380,4,"second","3","2",0,0,1,0,0
"285175",1,1,2,3,4,2,-0.36,2,380,4,"second","3","2",0,0,1,0,0
"285255",1,1,2,1,4,2,-0.36,0,380,1,"third","2","1",0,0,1,0,0
"285359",1,1,1,2,1,1,-0.44,4,380,5,"first","2","1",0,0,1,0,0
"285391",1,0,2,1,1,1,-0.04,7,380,1,"third","4","2",0,0,1,0,0
"285440",0,0,1,1,3,3,-0.36,7,380,3,"first","2","1",0,0,1,0,0
"285481",0,0,1,1,3,3,0.04,2,380,2,"second","3","2",0,0,1,0,0
"285534",0,1,3,2,3,3,-0.6,3,380,2,"fourth","2","1",0,0,1,0,0
"285577",1,0,2,5,3,4,-0.6,1,380,5,"first","3","2",0,0,1,0,0
"285603",0,1,2,1,3,3,0.04,4,380,2,"fourth","3","2",0,0,1,0,0
"285633",0,0,1,1,2,2,-0.6,1,380,3,"second","4","2",0,0,1,0,0
"285643",0,1,3,2,1,3,0.36,1,380,4,"fourth","3","2",0,0,1,0,0
"285647",1,0,1,2,1,1,-0.6,4,380,3,"second","3","2",0,0,1,0,0
"285677",0,1,2,2,2,3,0.04,0,380,2,"third","3","2",0,0,1,0,0
"285689",0,0,1,1,5,5,-0.6,3,380,5,"first","1","1",0,0,1,0,0
"285712",1,0,2,1,3,3,0.52,0,380,2,"second","4","2",0,0,1,0,0
"285715",0,1,2,1,3,3,0.44,4,380,2,"second","4","2",0,0,1,0,0
"285729",0,1,4,3,2,3,-0.12,2,380,4,"fourth","4","2",0,0,1,0,0
"285759",0,1,2,3,3,3,-0.36,1,380,5,"third","4","2",0,0,1,0,0
"285791",0,1,2,3,3,2,0.44,0,380,3,"fourth","3","2",0,0,1,0,0
"285794",1,1,2,2,3,3,0.28,0,380,3,"fourth","3","2",0,0,1,0,0
"285850",1,0,2,1,2,3,-0.12,7,380,1,"second","2","1",0,0,1,0,0
"285908",1,1,3,1,3,3,-0.6,2,380,4,"first","2","1",0,0,1,0,0
"285925",1,1,3,2,3,3,0.36,1,380,5,"first","4","2",0,0,1,0,0
"285928",0,1,3,3,2,2,0.36,3,380,5,"first","4","2",0,0,1,0,0
"285938",1,0,1,1,4,4,-0.6,5,380,3,"first","1","1",0,0,1,0,0
"286088",1,1,2,1,4,1,-0.6,5,380,5,"first","2","1",0,0,1,0,0
"286091",0,1,2,1,3,3,-0.6,3,380,5,"first","2","1",0,0,1,0,0
"286117",1,1,2,1,3,3,-0.6,1,380,5,"second","3","2",0,0,1,0,0
"286119",0,1,2,1,3,3,-0.6,2,380,5,"second","3","2",0,0,1,0,0
"286148",0,0,1,1,4,4,-0.68,8,380,3,"first","2","1",0,0,1,0,0
"286149",1,0,1,2,3,3,-0.2,3,380,4,"second","2","1",0,0,1,0,0
"286153",1,1,2,2,3,3,0.04,1,380,4,"third","4","2",0,0,1,0,0
"286160",1,0,1,1,3,3,-0.6,2,380,5,"first","4","2",0,0,1,0,0
"286204",0,1,2,2,4,3,-0.36,2,380,2,"second","2","1",0,0,1,0,0
"286240",0,1,2,1,3,3,-0.6,1,380,5,"first","2","1",0,0,1,0,0
"286255",1,1,2,2,3,3,0.44,3,380,1,"fourth","2","1",0,0,1,0,0
"286314",0,0,2,1,3,4,-0.6,7,380,4,"first","2","1",0,0,1,0,0
"286336",1,0,1,4,2,4,-0.04,6,380,2,"second","2","1",0,0,1,0,0
"286370",0,1,2,3,2,2,0.44,0,380,3,"fourth","4","2",0,0,1,0,0
"286392",0,1,2,1,5,5,-0.6,2,380,4,"third","3","2",0,0,1,0,0
"286396",1,1,2,1,5,4,-0.6,2,380,4,"third","3","2",0,0,1,0,0
"286460",0,0,1,1,1,2,-0.2,3,380,2,"third","3","2",0,0,1,0,0
"286474",1,1,3,3,3,3,-0.36,3,380,5,"fourth","3","2",0,0,1,0,0
"286494",1,0,1,2,4,4,-0.68,6,380,5,"first","2","1",0,0,1,0,0
"286498",0,1,2,2,3,3,-0.36,1,380,2,"third","4","2",0,0,1,0,0
"286503",1,1,2,2,3,3,-0.28,1,380,2,"third","4","2",0,0,1,0,0
"286533",0,1,2,2,3,3,0.04,3,380,3,"fourth","2","1",0,0,1,0,0
"286543",1,1,4,3,2,3,0.44,1,380,5,"fourth","4","2",0,0,1,0,0
"286579",0,0,1,3,5,3,0.44,6,380,1,"third","4","2",0,0,1,0,0
"286607",0,1,2,3,3,3,-0.12,2,380,4,"fourth","3","2",0,0,1,0,0
"286620",0,1,2,1,3,3,-0.6,0,380,4,"second","2","1",0,0,1,0,0
"286642",1,1,2,1,4,1,-0.36,0,380,2,"third","3","2",0,0,1,0,0
"286644",0,1,2,1,3,3,-0.6,0,380,2,"third","3","2",0,0,1,0,0
"286658",0,1,3,1,1,2,-0.6,5,380,5,"second","1","1",0,0,1,0,0
"286679",0,1,3,1,3,3,-0.36,5,380,5,"first","2","1",0,0,1,0,0
"286699",0,1,3,1,3,3,-0.36,3,380,4,"fourth","3","2",0,0,1,0,0
"286705",0,1,3,2,3,2,0.04,1,380,4,"second","1","1",0,0,1,0,0
"286727",0,1,2,1,4,4,-0.68,4,380,5,"first","1","1",0,0,1,0,0
"286731",1,1,2,1,4,4,-0.6,8,380,5,"first","1","1",0,0,1,0,0
"286802",0,1,2,1,2,3,-0.6,2,380,5,"first","1","1",0,0,1,0,0
"286850",1,0,1,1,3,3,-0.84,5,380,1,"first","1","1",0,0,1,0,0
"286854",0,1,4,1,2,3,0.04,6,380,2,"second","1","1",0,0,1,0,0
"286863",0,1,1,3,3,3,0.12,3,380,2,"second","3","2",0,0,1,0,0
"286933",0,1,3,3,3,4,-0.12,7,380,2,"fourth","2","1",0,0,1,0,0
"286995",0,1,2,1,3,3,-0.6,5,380,5,"first","2","1",0,0,1,0,0
"287015",0,1,3,3,3,4,0.04,2,380,2,"fourth","4","2",0,0,1,0,0
"287129",1,0,1,1,3,3,-0.36,3,380,5,"first","3","2",0,0,1,0,0
"287206",0,1,4,1,3,3,-0.6,0,380,4,"first","2","1",0,0,1,0,0
"287210",1,1,4,1,3,3,-0.6,1,380,4,"first","2","1",0,0,1,0,0
"287241",0,1,5,1,3,3,-0.2,2,380,5,"first","3","2",0,0,1,0,0
"287245",0,0,2,1,4,4,-0.6,0,380,5,"third","2","1",0,0,1,0,0
"287284",0,1,2,1,3,3,-0.36,0,380,4,"second","2","1",0,0,1,0,0
"287286",1,1,2,1,4,3,-0.36,0,380,4,"second","2","1",0,0,1,0,0
"287294",1,1,2,1,3,3,-0.36,2,380,4,"first","2","1",0,0,1,0,0
"287328",0,1,6,1,2,3,-0.6,4,380,3,"second","2","1",0,0,1,0,0
"287331",0,1,2,1,3,2,-0.36,4,380,4,"third","2","1",0,0,1,0,0
"287335",1,1,2,1,3,2,-0.36,2,380,4,"third","2","1",0,0,1,0,0
"287352",1,1,2,1,3,3,-0.6,6,380,2,"second","2","1",0,0,1,0,0
"287471",0,1,4,2,3,3,-0.28,2,380,5,"third","2","1",0,0,1,0,0
"287489",0,1,2,3,3,3,0.04,1,380,5,"third","3","2",0,0,1,0,0
"287526",0,1,3,1,3,3,0.04,2,380,2,"fourth","3","2",0,0,1,0,0
"287598",0,1,2,1,3,4,-0.6,1,380,2,"first","4","2",0,0,1,0,0
"287704",1,0,1,2,3,3,0.04,3,380,3,"second","3","2",0,0,1,0,0
"287717",1,1,3,1,4,4,-0.36,3,380,4,"third","2","1",0,0,1,0,0
"287720",0,1,3,1,4,3,0.04,1,380,4,"third","2","1",0,0,1,0,0
"287748",1,1,3,1,4,2,0.36,4,380,4,"fourth","3","2",0,0,1,0,0
"287750",0,1,3,2,1,4,0.04,4,380,4,"fourth","3","2",0,0,1,0,0
"287776",0,1,2,1,3,3,-0.6,7,380,2,"second","1","1",0,0,1,0,0
"287783",1,0,1,1,5,3,-0.6,3,380,3,"first","1","1",0,0,1,0,0
"287831",1,1,3,1,3,3,-0.04,1,380,3,"third","3","2",0,0,1,0,0
"287877",0,1,2,1,2,3,-0.6,4,380,2,"second","2","1",0,0,1,0,0
"287908",0,1,3,1,2,4,-0.6,1,380,5,"second","3","2",0,0,1,0,0
"287931",0,0,1,1,2,2,0.04,1,380,3,"third","4","2",0,0,1,0,0
"288015",0,0,1,1,3,3,-0.36,3,380,1,"second","3","2",0,0,1,0,0
"288044",0,0,1,1,4,3,-0.6,0,380,2,"first","2","1",0,0,1,0,0
"288100",0,1,2,1,3,3,-0.2,0,380,2,"first","2","1",0,0,1,0,0
"288138",0,1,2,2,3,3,0.04,4,380,5,"fourth","4","2",0,0,1,0,0
"288142",1,0,1,1,2,2,-0.6,0,380,3,"first","2","1",0,0,1,0,0
"288149",0,1,2,1,2,4,-0.2,2,380,5,"second","2","1",0,0,1,0,0
"288150",1,0,1,3,2,2,0.04,6,380,1,"second","3","2",0,0,1,0,0
"288174",0,1,2,1,2,3,-0.6,0,380,1,"third","3","2",0,0,1,0,0
"288218",0,0,3,1,3,4,0.52,2,380,5,"second","2","1",0,0,1,0,0
"288260",1,0,1,2,3,2,-0.6,6,380,1,"first","2","1",0,0,1,0,0
"288274",1,0,1,1,4,3,-0.36,1,380,3,"first","1","1",0,0,1,0,0
"288294",0,1,2,1,3,3,-0.36,4,380,5,"first","3","2",0,0,1,0,0
"288320",0,1,4,1,2,3,0.12,2,380,4,"fourth","3","2",0,0,1,0,0
"288330",0,1,2,1,4,4,-0.6,0,380,4,"second","2","1",0,0,1,0,0
"288334",0,1,2,2,2,2,-0.36,5,380,4,"third","2","1",0,0,1,0,0
"288345",1,0,1,1,3,3,-0.6,1,380,5,"first","2","1",0,0,1,0,0
"288374",0,1,2,3,2,3,0.04,0,380,4,"fourth","3","2",0,0,1,0,0
"288378",1,1,2,2,3,2,-0.04,0,380,4,"fourth","3","2",0,0,1,0,0
"288410",0,1,2,2,3,3,-0.12,0,380,4,"first","3","2",0,0,1,0,0
"288426",0,1,5,1,5,5,-0.6,5,380,4,"first","1","1",0,0,1,0,0
"288469",0,1,2,1,3,3,-0.76,9,380,3,"fourth","3","2",0,0,1,0,0
"288474",1,0,1,3,4,2,0.36,9,380,1,"second","3","2",0,0,1,0,0
"288477",0,1,3,1,2,4,-0.36,2,380,1,"fourth","3","2",0,0,1,0,0
"288482",1,1,4,1,2,3,-0.6,5,380,2,"second","1","1",0,0,1,0,0
"288486",0,1,4,1,4,3,-0.76,5,380,2,"second","1","1",0,0,1,0,0
"288526",1,0,1,1,3,3,0.04,3,380,3,"first","1","1",0,0,1,0,0
"288565",1,1,2,2,2,2,-0.6,6,380,5,"fourth","1","1",0,0,1,0,0
"288573",0,1,4,1,3,3,-0.6,0,380,3,"third","2","1",0,0,1,0,0
"288705",0,1,1,3,2,2,-0.6,1,380,1,"fourth","3","2",0,0,1,0,0
"288708",1,1,4,3,3,2,0.12,3,380,2,"third","3","2",0,0,1,0,0
"288712",0,1,4,2,2,4,0.04,1,380,2,"third","3","2",0,0,1,0,0
"288756",1,0,1,1,3,3,-0.6,6,380,5,"first","2","1",0,0,1,0,0
"288766",0,1,3,3,3,3,0.6,0,380,4,"fourth","2","1",0,0,1,0,0
"288795",1,1,2,1,1,3,-0.6,8,380,5,"third","4","2",0,0,1,0,0
"288824",1,1,2,4,2,2,0.04,0,380,2,"fourth","3","2",0,0,1,0,0
"288825",0,1,2,3,2,3,0.04,0,380,2,"fourth","3","2",0,0,1,0,0
"288856",0,1,2,1,3,3,-0.6,3,380,2,"second","3","2",0,0,1,0,0
"288860",0,1,2,2,1,2,-0.12,0,380,4,"second","2","1",0,0,1,0,0
"288867",1,0,1,1,3,3,-0.6,7,380,1,"first","1","1",0,0,1,0,0
"288881",0,1,2,1,3,3,0.04,11,380,3,"third","2","1",0,0,1,0,0
"288882",1,1,2,1,3,3,-0.6,6,380,3,"third","2","1",0,0,1,0,0
"288910",1,1,2,1,4,3,-0.36,0,380,4,"third","2","1",0,0,1,0,0
"288915",0,1,2,1,3,3,-0.6,1,380,4,"third","2","1",0,0,1,0,0
"288959",0,1,2,1,3,3,0.04,1,380,3,"fourth","4","2",0,0,1,0,0
"289015",0,0,1,1,4,4,-0.2,7,380,1,"first","2","1",0,0,1,0,0
"289047",0,1,4,1,4,4,-0.76,6,380,4,"second","1","1",0,0,1,0,0
"289104",0,1,2,1,3,3,-0.36,1,380,3,"second","3","2",0,0,1,0,0
"289143",0,1,2,1,3,3,-0.04,1,380,3,"fourth","3","2",0,0,1,0,0
"289147",1,1,2,1,2,1,-0.28,2,380,3,"fourth","3","2",0,0,1,0,0
"289154",0,1,2,1,2,2,0.04,1,380,4,"first","3","2",0,0,1,0,0
"289158",1,1,2,3,2,2,0.36,3,380,4,"first","3","2",0,0,1,0,0
"289185",1,1,2,1,2,2,-0.36,0,380,3,"second","3","2",0,0,1,0,0
"289201",0,1,2,1,3,3,0.04,3,380,4,"third","3","2",0,0,1,0,0
"289205",1,1,2,1,3,3,-0.36,0,380,4,"third","3","2",0,0,1,0,0
"289260",1,0,2,4,3,2,0.36,0,380,4,"first","3","2",0,0,1,0,0
"289311",0,1,2,1,3,3,-0.6,2,380,4,"second","3","2",0,0,1,0,0
"289325",0,1,3,1,1,3,0.04,8,380,2,"fourth","2","1",0,0,1,0,0
"289394",0,0,2,1,3,3,-0.6,2,380,3,"first","3","2",0,0,1,0,0
"289420",1,1,2,1,5,5,-0.6,3,380,4,"second","2","1",0,0,1,0,0
"289423",0,1,2,1,3,3,-0.6,0,380,4,"second","2","1",0,0,1,0,0
"289440",1,1,2,1,1,3,-0.28,2,380,3,"third","2","1",0,0,1,0,0
"289443",0,1,2,1,3,3,-0.12,0,380,3,"third","2","1",0,0,1,0,0
"289457",0,1,2,1,3,3,-0.6,8,380,2,"fourth","3","2",0,0,1,0,0
"289480",1,1,4,1,2,1,-0.36,7,380,5,"second","1","1",0,0,1,0,0
"289530",0,1,2,1,3,3,-0.6,0,380,3,"third","3","2",0,0,1,0,0
"289548",0,1,5,4,1,3,0.04,0,380,4,"fourth","1","1",0,0,1,0,0
"289577",1,0,1,1,3,3,-0.36,5,380,5,"first","1","1",0,0,1,0,0
"289623",0,1,2,1,3,3,-0.28,1,380,3,"third","3","2",0,0,1,0,0
"289638",0,1,2,1,3,3,-0.36,8,380,3,"fourth","3","2",0,0,1,0,0
"289688",1,1,3,1,4,4,-0.6,4,380,5,"third","4","2",0,0,1,0,0
"289692",0,1,3,1,3,4,-0.36,0,380,5,"third","4","2",0,0,1,0,0
"289727",0,1,2,1,5,5,-0.6,1,380,3,"first","2","1",0,0,1,0,0
"289733",0,1,2,1,2,4,-0.36,3,380,3,"third","2","1",0,0,1,0,0
"289740",0,1,4,1,3,2,-0.12,4,380,4,"third","2","1",0,0,1,0,0
"289779",0,0,1,1,3,3,-0.6,2,380,4,"first","2","1",0,0,1,0,0
"289785",0,1,2,1,3,3,-0.36,0,380,4,"fourth","3","2",0,0,1,0,0
"289816",0,1,2,1,1,3,-0.6,2,380,4,"first","1","1",0,0,1,0,0
"289858",0,1,2,3,3,4,0.04,1,380,1,"second","3","2",0,0,1,0,0
"289869",1,1,2,1,3,3,-0.6,5,380,4,"third","3","2",0,0,1,0,0
"289871",0,1,2,1,2,3,-0.36,2,380,4,"third","3","2",0,0,1,0,0
"289903",1,1,2,1,3,3,-0.12,1,380,2,"fourth","3","2",0,0,1,0,0
"289928",0,1,2,1,2,5,-0.52,3,380,2,"third","1","1",0,0,1,0,0
"289939",0,1,2,1,3,2,-0.36,4,380,3,"first","2","1",0,0,1,0,0
"290031",1,0,1,3,3,3,0.04,5,380,3,"first","2","1",0,0,1,0,0
"290062",1,1,2,3,2,1,0.28,4,380,1,"fourth","3","2",0,0,1,0,0
"290137",1,0,1,1,3,3,-0.52,1,380,4,"second","2","1",0,0,1,0,0
"290165",1,0,1,1,4,4,-0.6,4,380,3,"first","1","1",0,0,1,0,0
"290197",1,0,1,3,3,2,-0.36,2,380,4,"first","2","1",0,0,1,0,0
"290237",0,1,2,1,3,3,-1,5,380,3,"first","1","1",0,0,1,0,0
"290255",0,1,4,1,3,4,0.04,5,380,5,"fourth","2","1",0,0,1,0,0
"290278",0,1,3,1,2,3,-0.36,8,380,3,"first","2","1",0,0,1,0,0
"290305",0,1,4,1,3,3,-0.36,0,380,3,"first","1","1",0,0,1,0,0
"290370",1,0,2,1,5,3,-0.44,7,380,4,"second","2","1",0,0,1,0,0
"290374",0,0,2,1,4,4,-0.6,8,380,4,"second","2","1",0,0,1,0,0
"290400",1,1,2,3,3,3,-0.36,4,380,1,"third","3","2",0,0,1,0,0
"290403",0,1,2,5,2,3,0.04,1,380,1,"third","3","2",0,0,1,0,0
"290413",1,0,1,1,2,2,-0.36,3,380,3,"first","3","2",0,0,1,0,0
"290416",1,0,2,1,3,3,-0.6,3,380,1,"first","2","1",0,0,1,0,0
"290418",0,1,2,1,2,3,-0.6,5,380,5,"first","1","1",0,0,1,0,0
"290444",0,1,3,1,1,4,-0.12,1,380,2,"fourth","2","1",0,0,1,0,0
"290454",0,1,2,1,3,3,-0.36,3,380,2,"third","2","1",0,0,1,0,0
"290498",1,1,2,1,3,4,-0.6,3,380,5,"second","3","2",0,0,1,0,0
"290549",1,1,2,1,5,5,-0.84,9,380,4,"second","2","1",0,0,1,0,0
"290587",1,0,1,1,4,4,-0.6,2,380,3,"third","3","2",0,0,1,0,0
"290588",0,0,1,4,2,2,0.04,1,380,4,"second","3","2",0,0,1,0,0
"290595",1,0,1,1,1,1,-0.6,4,380,5,"first","1","1",0,0,1,0,0
"290601",0,1,4,2,3,3,-0.6,1,380,4,"third","2","1",0,0,1,0,0
"290602",1,1,4,2,3,3,-0.36,0,380,4,"third","2","1",0,0,1,0,0
"290615",1,1,2,3,3,3,-0.6,4,380,3,"fourth","1","1",0,0,1,0,0
"290636",0,1,2,1,2,3,0.2,1,380,3,"second","2","1",0,0,1,0,0
"290686",0,1,2,1,4,4,-0.76,7,380,5,"second","2","1",0,0,1,0,0
"290690",1,1,2,1,3,4,-0.76,9,380,5,"second","2","1",0,0,1,0,0
"290693",0,1,4,1,1,3,-0.6,2,380,4,"fourth","3","2",0,0,1,0,0
"290708",1,1,2,2,3,3,-0.68,1,380,4,"second","2","1",0,0,1,0,0
"290711",0,1,2,2,4,2,-0.12,8,380,4,"second","2","1",0,0,1,0,0
"290720",0,1,2,1,4,4,-0.52,4,380,5,"first","2","1",0,0,1,0,0
"290744",0,1,2,4,3,3,0.36,1,380,4,"fourth","3","2",0,0,1,0,0
"290765",1,1,4,3,3,3,-0.36,0,380,2,"fourth","4","2",0,0,1,0,0
"290770",0,1,4,2,2,4,-0.36,1,380,2,"fourth","4","2",0,0,1,0,0
"290778",0,1,2,1,3,2,-0.36,2,380,4,"fourth","4","2",0,0,1,0,0
"290780",1,1,2,2,4,3,-0.36,3,380,4,"fourth","4","2",0,0,1,0,0
"290837",0,1,2,3,3,3,0.04,1,380,3,"second","3","2",0,0,1,0,0
"290854",1,0,1,1,4,2,-0.6,2,380,2,"third","3","2",0,0,1,0,0
"290858",1,0,1,2,1,3,-0.04,2,380,1,"second","2","1",0,0,1,0,0
"290877",0,1,2,1,2,2,0.2,0,380,3,"fourth","3","2",0,0,1,0,0
"290916",1,1,2,3,2,2,0.04,0,380,3,"fourth","3","2",0,0,1,0,0
"290919",0,1,2,2,3,3,0.04,0,380,3,"fourth","3","2",0,0,1,0,0
"290934",0,0,1,1,3,3,-0.6,8,380,4,"first","1","1",0,0,1,0,0
"290939",0,1,2,1,3,4,-0.6,3,380,3,"second","3","2",0,0,1,0,0
"290949",1,1,2,1,3,2,-0.6,4,380,4,"third","2","1",0,0,1,0,0
"290953",0,1,3,1,3,3,-0.6,3,380,4,"first","1","1",0,0,1,0,0
"290962",1,0,3,1,3,3,-0.6,7,380,5,"first","2","1",0,0,1,0,0
"291101",0,1,5,1,3,4,-0.6,2,380,3,"fourth","1","1",0,0,1,0,0
"291116",1,1,2,2,3,3,-0.6,4,380,4,"third","2","1",0,0,1,0,0
"291120",0,1,2,2,3,3,-0.12,1,380,4,"third","2","1",0,0,1,0,0
"291129",1,1,2,1,3,3,-0.6,1,380,4,"second","1","1",0,0,1,0,0
"291130",0,1,2,1,3,3,-0.6,0,380,4,"second","1","1",0,0,1,0,0
"291131",0,1,3,2,5,3,-0.6,1,380,3,"second","2","1",0,0,1,0,0
"291161",0,1,2,3,4,3,0.2,3,380,1,"fourth","4","2",0,0,1,0,0
"291213",1,0,2,1,1,5,-0.6,4,380,5,"first","1","1",0,0,1,0,0
"291236",1,1,3,1,3,3,-0.52,0,380,4,"second","2","1",0,0,1,0,0
"291239",0,1,3,1,3,3,-0.6,0,380,4,"second","2","1",0,0,1,0,0
"291276",0,1,2,3,2,2,0.04,1,380,4,"second","3","2",0,0,1,0,0
"291280",0,1,1,1,3,3,-0.36,2,380,2,"second","3","2",0,0,1,0,0
"291295",0,1,4,1,3,3,-0.6,1,380,5,"first","1","1",0,0,1,0,0
"291323",1,1,2,2,2,4,0.04,0,380,5,"second","2","1",0,0,1,0,0
"291327",1,1,2,2,3,3,-0.12,0,380,3,"third","2","1",0,0,1,0,0
"291328",0,1,2,3,3,3,0.04,2,380,3,"third","2","1",0,0,1,0,0
"291343",0,1,2,2,2,2,0.04,2,380,4,"fourth","2","1",0,0,1,0,0
"291378",0,1,2,1,5,3,-0.6,4,380,5,"first","1","1",0,0,1,0,0
"291422",0,1,4,1,3,3,-0.36,0,380,4,"fourth","4","2",0,0,1,0,0
"291440",0,1,2,3,3,3,0.04,0,380,4,"fourth","4","2",0,0,1,0,0
"291453",0,1,3,1,3,3,0.44,0,380,4,"second","2","1",0,0,1,0,0
"291463",0,1,2,2,3,3,-0.36,6,380,2,"fourth","2","1",0,0,1,0,0
"291581",1,0,1,2,4,3,-0.04,3,380,3,"first","1","1",0,0,1,0,0
"291629",1,0,1,2,2,3,0.2,2,380,1,"third","2","1",0,0,1,0,0
"291652",0,1,3,1,3,3,-0.76,1,380,5,"fourth","1","1",0,0,1,0,0
"291655",1,1,3,1,3,3,-0.36,3,380,5,"fourth","1","1",0,0,1,0,0
"291669",0,1,2,1,3,3,-0.6,1,380,5,"third","4","2",0,0,1,0,0
"291677",0,1,2,3,3,3,0.04,2,380,3,"second","2","1",0,0,1,0,0
"291686",0,1,3,2,3,3,0.04,2,380,2,"fourth","2","1",0,0,1,0,0
"291733",0,1,4,2,2,2,0.44,1,380,4,"fourth","3","2",0,0,1,0,0
"291760",0,1,2,1,1,3,-0.52,1,380,3,"first","2","1",0,0,1,0,0
"291825",0,1,2,1,1,3,-0.6,1,380,5,"first","2","1",0,0,1,0,0
"291880",0,1,1,3,1,3,0.28,2,380,2,"first","3","2",0,0,1,0,0
"291975",1,0,1,1,3,2,0.04,10,380,3,"second","3","2",0,0,1,0,0
"291982",0,1,2,1,3,4,-0.28,7,380,5,"second","3","2",0,0,1,0,0
"292018",1,0,1,4,3,3,-0.04,3,380,1,"first","4","2",0,0,1,0,0
"292037",0,1,2,1,1,3,0.36,3,380,3,"fourth","3","2",0,0,1,0,0
"292040",1,1,2,3,1,1,0.36,5,380,3,"fourth","3","2",0,0,1,0,0
"292086",1,0,1,1,2,3,-0.6,3,380,5,"first","2","1",0,0,1,0,0
"292101",0,1,3,1,5,3,-0.6,4,380,4,"third","2","1",0,0,1,0,0
"292223",0,0,1,1,4,4,-0.84,10,380,4,"first","1","1",0,0,1,0,0
"292226",0,1,2,2,4,4,-0.6,0,380,2,"fourth","4","2",0,0,1,0,0
"292332",0,1,2,1,2,4,0.04,4,380,2,"fourth","4","2",0,0,1,0,0
"292351",1,0,2,1,3,3,-0.6,8,380,2,"first","2","1",0,0,1,0,0
"292365",0,1,2,1,3,3,-0.76,1,380,5,"first","1","1",0,0,1,0,0
"292369",1,1,2,1,3,3,-0.68,1,380,5,"first","1","1",0,0,1,0,0
"292387",0,1,2,1,4,4,-0.6,2,380,4,"third","2","1",0,0,1,0,0
"292390",1,1,2,1,3,3,-0.6,4,380,4,"third","2","1",0,0,1,0,0
"292411",0,1,2,3,2,4,-0.2,2,380,5,"third","3","2",0,0,1,0,0
"292417",0,1,4,2,2,2,0.04,6,380,1,"fourth","1","1",0,0,1,0,0
"292455",0,1,2,1,2,3,-0.36,9,380,1,"third","4","2",0,0,1,0,0
"292471",1,0,1,1,3,3,-0.6,3,380,1,"second","1","1",0,0,1,0,0
"292483",1,0,1,2,3,3,-0.6,1,380,2,"first","3","2",0,0,1,0,0
"292489",1,1,2,1,4,2,-0.6,7,380,4,"first","1","1",0,0,1,0,0
"292493",0,1,2,1,3,3,-0.6,4,380,4,"first","1","1",0,0,1,0,0
"292513",0,1,2,1,3,3,-0.2,1,380,2,"third","3","2",0,0,1,0,0
"292516",1,1,2,1,4,3,-0.36,1,380,2,"third","3","2",0,0,1,0,0
"292625",0,1,2,1,3,3,0.04,1,380,2,"second","3","2",0,0,1,0,0
"292650",0,1,2,1,3,3,-0.36,6,380,2,"second","1","1",0,0,1,0,0
"292678",0,1,2,1,2,3,-0.6,3,380,2,"fourth","2","1",0,0,1,0,0
"292680",1,1,2,3,2,3,1,4,380,2,"fourth","2","1",0,0,1,0,0
"292696",1,0,2,1,3,3,-0.6,4,380,5,"second","4","2",0,0,1,0,0
"292706",1,0,1,2,2,2,-0.68,6,380,2,"first","3","2",0,0,1,0,0
"292763",0,0,1,1,3,4,-0.52,7,380,4,"second","3","2",0,0,1,0,0
"292782",1,1,4,1,3,3,-0.6,1,380,4,"first","3","2",0,0,1,0,0
"292804",0,0,1,2,2,3,0.04,0,380,4,"second","3","2",0,0,1,0,0
"292819",0,1,3,1,3,3,-0.36,4,380,4,"first","1","1",0,0,1,0,0
"292841",1,0,1,1,4,4,-0.6,0,380,2,"first","2","1",0,0,1,0,0
"292850",1,1,2,1,3,2,-0.2,6,380,5,"fourth","2","1",0,0,1,0,0
"292883",1,1,2,1,4,3,-0.6,2,380,3,"second","3","2",0,0,1,0,0
